Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43850,44350,43380,43780,43320,41080,38900,38310,41080,..
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,40638.33400426,41329.035368916,41258.2747353878,41282.9908070269,41478.2469655007,41765.2440265444,42054.5312580687,43001.5912851838,43663.5849236082,..
France,FRA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.5,8.4,8.7,8.7,8.5,8.9,8.9,9,..,..
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,12.7,12.6,12.4,12.4,12,11.7,11.4,..,..
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,54.6309059178848,55.3352475317806,56.2593734180805,57.3243510783714,58.3809893423292,59.3207255978095,60.0759532638837,60.716987788684,61.2671463231552,..
Germany,DEU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,44790,47360,46710,47410,47820,46020,44360,43710,47180,..
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41785.556912554,44125.3314116503,44259.2599053983,44354.7368865267,45132.2736332789,45521.3192823697,46167.8307842585,46987.787982009,47501.812652083,..
Germany,DEU,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.5,10.6,10.8,11.1,10.7,11.3,11.1,11.3,..,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,8.3,8.4,8.5,8.8,9,9.6,9.5,..,..
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,51.7937457997838,52.0097511222545,52.0953973406867,52.1320952080022,52.2446834584225,52.5216312802673,52.9145728699203,53.4264177539329,54.0428350491469,..
Belgium,BEL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,47920,47120,47280,47500,46920,44180,42530,42080,45340,..
Belgium,BEL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,44380.1766327308,44594.3044592717,44422.6532488853,44302.4842741431,44659.6394153436,45174.0108192611,45598.7350953448,46211.2328937522,46683.1574094451,..
Belgium,BEL,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7,9.4,9.8,9.8,9.3,9.8,9.5,9.6,..,..
Belgium,BEL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.9,11.7,11.5,11.3,11.2,10.8,10.8,10.5,..,..
Belgium,BEL,Age dependency ratio (% of working-age population),SP.POP.DPND,52.0144279661342,52.3287119230453,52.7442633911964,53.236903384491,53.7373881178284,54.193605740924,54.7713516344904,55.3290794008081,55.8704697088111,..
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,510,530,630,660,630,600,570,550,550,..
Afghanistan,AFG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,543.303041863931,528.736648057768,576.190125450699,587.565090150176,583.656192833121,574.184114271258,571.073774523561,571.542505760778,563.825662667794,..
Afghanistan,AFG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,15.3333312078379,14.7750027931415,13.623103982865,12.5381821806992,12.75711580017,13.1276472503731,13.3446755861582,13.3899001927697,13.3710182381595,..
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.25,7.936,7.645,7.38,7.141,6.929,6.742,6.575,..,..
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.829,38.75,37.69,36.67,35.706,34.809,33.981,33.211,..,..
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,102.045822933537,100.22446079515,97.9259470792508,95.3387417894031,92.6491409190029,89.9540923341871,87.9417901503625,86.0007530959387,84.0776560757747,..
Albania,ALB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4360,4410,4360,4540,4540,4390,4320,4290,4860,..
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4094.35881639579,4209.88695219496,4276.6202478014,4327.39248368552,4413.11511327183,4524.68456526035,4683.74389007532,4867.91640496315,5075.35498488403,..
Albania,ALB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,46.0819555177538,50.3228903929085,60.4278984470584,69.7728631934216,64.7246325669321,75.133633936988,72.5172020148533,77.0615011273202,67.2442978720867,..
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.841,6.915,6.996,7.096,7.219,7.367,7.534,7.714,..,..
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.001,12.1,12.197,12.257,12.259,12.197,12.08,11.934,..,..
Albania,ALB,Age dependency ratio (% of working-age population),SP.POP.DPND,49.4779086790466,48.1180582286677,47.033079896868,46.2566558556374,45.7746795115992,45.5504024648604,45.6450337108694,45.6820974885622,45.8100373938934,..
Algeria,DZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4480,4600,5170,5510,5500,4850,4380,3930,4060,..
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4480.78577696483,4524.34898195879,4586.65166311259,4620.13217862577,4698.66471062642,4776.78754332509,4834.23020306509,4812.15845608835,4815.57052734521,..
Algeria,DZA,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,4.51456412128455,3.06452264886276,2.68825409519683,2.55561682668143,2.63961317487196,2.89201839792834,3.44548784967946,3.45955188496206,3.21626737502647,..
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.656,4.67,4.685,4.699,4.709,4.715,4.717,4.717,..,..
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.504,24.934,25.246,25.451,25.538,25.481,25.25,24.846,..,..
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,48.6745355689317,49.2130947282274,49.7782226763803,50.4972171724543,51.5091894345198,52.8377883037925,54.1840138271847,55.8040014735226,57.508032444058,..
American Samoa,ASM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10271.2245225485,10360.5091546826,9921.80610804858,9640.34446203249,9717.82905631836,9835.41031865631,9589.9798367323,9093.80361071906,..,..
American Samoa,ASM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,4.2,..,..,..,..,..
American Samoa,ASM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.7,..,..,..,17.5,..,..,..,..,..
American Samoa,ASM,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,39736.3540626699,38207.5959074045,38192.4398900703,39111.0795278003,40790.198010639,41767.5265081665,42949.6662371557,43858.0775135619,44569.7830090145,..
Andorra,AND,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.8,..,3.9,..,..,..,4.3,..,..,..
Andorra,AND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,..,9.5,..,..,..,8.8,..,..,..
Andorra,AND,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3240,3420,4170,4780,5010,4520,3770,3560,3370,..
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3587.88379824396,3579.96008133817,3748.44944481631,3796.88262194857,3843.19824098164,3748.32062301759,3530.30942264945,3409.92928463039,3229.61973975117,..
Angola,AGO,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,35.1322990231369,33.2687604169059,37.6253324328915,43.3298497826035,41.6005753206198,51.0239329334166,59.6336017046331,44.445771459239,53.9982631116899,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.68,11.039,10.451,9.921,9.454,9.052,8.716,8.432,..,..
Angola,AGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,45.656,45.102,44.493,43.847,43.182,42.52,41.882,41.281,..,..
Angola,AGO,Age dependency ratio (% of working-age population),SP.POP.DPND,97.6377143213992,97.9882992271964,98.1454472706984,98.1304781263351,97.9422055741664,97.5692386262848,97.2945881228216,96.8202278267608,96.1757404434103,..
Antigua and Barbuda,ATG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12690,12360,12740,12640,13000,13240,13870,14440,15810,..
Antigua and Barbuda,ATG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13092.0738182632,12643.9198441354,12919.9541600759,12750.414275188,13193.5466017604,13577.4128026007,14190.6057596111,14483.2082371683,15061.5863625331,..
Antigua and Barbuda,ATG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.055,6.085,6.116,6.151,6.188,6.227,6.27,6.316,..,..
Antigua and Barbuda,ATG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.547,16.396,16.272,16.152,16.026,15.883,15.717,15.53,..,..
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,46.408316008316,46.0124004122564,45.5158538548205,45.0194910151174,44.6213458744121,44.3652410047522,44.4417279158963,44.5235354698007,44.6778458949393,..
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9270,10710,11890,12870,12350,12600,12220,13120,12370,..
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10385.9644319555,10883.315359489,10649.8372874572,10784.6306992057,10398.6940069464,10568.1578087083,10239.4813479933,10404.2635134208,10040.1307364003,..
Argentina,ARG,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,30.9493567310993,27.7440763480508,26.2168599209833,27.7114927377517,29.7134508897099,30.2553625677679,34.6129165728217,37.7565046412435,56.1328407921298,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.708,7.694,7.68,7.665,7.651,7.638,7.626,7.616,..,..
Argentina,ARG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.154,18.055,17.949,17.831,17.698,17.548,17.383,17.205,..,..
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,56.815969153871,56.5417481310706,56.3791879629017,56.292266803898,56.2122404103433,56.103604348639,56.1022705830781,56.0463554436976,55.9544729116194,..
Armenia,ARM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3470,3530,3880,4110,4140,4020,3750,3970,4230,..
Armenia,ARM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3218.37270660563,3370.55110336209,3603.59584827024,3705.35739647445,3819.2177873036,3923.7165022155,3917.3796757227,4198.79474877013,4406.70643393273,..
Armenia,ARM,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,64.8981604143554,70.5642941685017,69.1932644865533,73.5435577947418,70.413153961293,81.218993506252,92.4354456955744,86.1380618534954,87.4837841793204,..
Armenia,ARM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.739,9.753,9.761,9.774,9.796,9.823,9.849,9.862,..,..
Armenia,ARM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.304,15.297,15.232,15.125,14.979,14.795,14.568,14.298,..,..
Armenia,ARM,Age dependency ratio (% of working-age population),SP.POP.DPND,43.7908192969174,43.4816830705323,43.5139006857171,43.839385085219,44.3148939417439,44.838175789912,45.4311576705425,46.0942674249178,46.8153268581115,..
Aruba,ABW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,22370,22450,23520,23970,24500,23780,23550,23630,..,..
Aruba,ABW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,23512.6025956397,24233.0010815022,23781.2572983852,24635.764947531,24697.4940275196,24452.606574011,24277.4067939156,24485.0832823881,..,..
Aruba,ABW,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.918,8.061,8.205,8.347,8.488,8.627,8.765,8.907,..,..
Aruba,ABW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.214,11.123,11.09,11.111,11.179,11.281,11.404,11.532,..,..
Aruba,ABW,Age dependency ratio (% of working-age population),SP.POP.DPND,45.2684069898695,45.1682196457785,44.9549842409509,44.6992649946698,44.5481390684199,44.5927219312103,44.6390643532949,45.0403325716488,45.6736261165169,..
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,46630,50320,60200,66030,65170,60560,54190,51630,53190,..
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,52022.1255961876,52567.7456787452,53673.0979172316,54137.1892887773,54705.7270373791,55183.7378252522,55875.0964226885,56228.8065156555,56919.3742827917,..
Australia,AUS,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.5,6.6,6.6,6.4,6.6,6.6,6.6,6.5,..,..
Australia,AUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.7,13.6,13.7,13.3,13.2,12.9,12.9,12.4,..,..
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,47.9484543670001,48.5137538612537,49.0671933560653,49.6405779919198,50.2597000603197,50.9250562135116,51.7299323519365,52.5996705957282,53.4850925076098,..
Austria,AUT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,49610,50590,50060,50700,50370,47490,46130,45360,49260,..
Austria,AUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,46858.0432733717,48065.3167058917,48172.2377048248,47901.3654287376,47842.7490656578,47850.1676260394,48300.9485964335,49190.1734138601,50250.0450600948,..
Austria,AUT,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2,9.1,9.4,9.4,9.2,9.6,9.2,9.5,..,..
Austria,AUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.3,9.4,9.4,9.6,9.8,10,10,..,..
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,48.1811872667783,48.3132363176456,48.4584344997342,48.6484193417367,48.8842940580987,49.1656923872968,49.4317119622618,49.6725857002038,49.9239537862711,..
Azerbaijan,AZE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5400,5490,6440,7450,7740,6570,4760,4070,4050,..
Azerbaijan,AZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5842.80578358576,5676.45041334095,5724.92083164488,5981.53869483097,6072.58603960072,6063.73011692466,5812.5843743252,5739.59455488806,5768.99240538437,..
Azerbaijan,AZE,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,14.5936486930579,12.5223078954917,16.4777755440881,15.0094108856066,16.557048247695,26.3491372556908,41.7272640600984,39.5531389475824,36.4482857592214,..
Azerbaijan,AZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.9,5.9,5.9,5.8,5.8,5.7,5.8,5.8,..,..
Azerbaijan,AZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.3,19.2,18.8,18.3,17.9,17.2,16.3,14.6,..,..
Azerbaijan,AZE,Age dependency ratio (% of working-age population),SP.POP.DPND,40.3186110609598,39.7110004866158,39.4582574903921,39.5168026701505,39.7541900260159,40.0764593805005,40.7912482081523,41.3974219952754,41.9743769302695,..
"Bahamas, The",BHS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,28370,28030,29020,28750,28400,28860,28830,30210,..,..
"Bahamas, The",BHS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,28443.4076553352,28248.8497757498,28799.8676832611,28401.6973400279,28094.535221754,28117.0558990781,27369.5564317144,27484.3791916835,..,..
"Bahamas, The",BHS,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.566,6.606,6.634,6.651,6.661,6.671,6.689,6.72,..,..
"Bahamas, The",BHS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.045,14.855,14.659,14.485,14.34,14.224,14.131,14.049,..,..
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.2481708855437,48.4364873288392,47.4046955894217,46.2570157303729,45.1709307973115,44.26329363779,43.3239789146346,42.7236225241325,42.3335707774017,..
Bahrain,BHR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,18970,18440,19920,21720,21010,22660,21380,21180,21890,..
Bahrain,BHR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,20722.1372891348,20516.6503268878,20925.6094489568,21805.9847009115,22396.0791053192,22436.2729506264,22336.7568224844,22126.6653331896,21438.5910783266,..
Bahrain,BHR,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.327,2.324,2.326,2.331,2.337,2.346,2.355,2.368,..,..
Bahrain,BHR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.547,16.271,16.005,15.727,15.426,15.096,14.738,14.365,..,..
Bahrain,BHR,Age dependency ratio (% of working-age population),SP.POP.DPND,28.8515755206305,29.0296561533717,29.2106374836616,29.4758264609277,29.819244622666,30.1641745869543,29.4204093043859,28.5575507471715,27.6823885939756,..
Bangladesh,BGD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,800,890,970,1040,1110,1220,1370,1520,1750,..
Bangladesh,BGD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,781.153593557047,822.188338841729,865.749891053711,907.257418044388,951.314821042494,1002.38885345832,1062.04015786301,1127.27176833347,1203.21626488899,..
Bangladesh,BGD,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,21.5706583910002,19.648524037695,19.7446365246134,19.6482707358258,17.8994121056283,17.4778896553144,16.5792358145955,18.1061855933022,18.1920685492981,..
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.734,5.673,5.625,5.589,5.565,5.549,5.539,5.533,..,..
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.107,20.657,20.245,19.862,19.501,19.156,18.824,18.501,..,..
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,58.1246800817294,56.950387836494,55.8269893872859,54.7188127373883,53.5786673377526,52.3958676972212,51.2600198099111,50.0916973486189,48.9522984985764,..
Barbados,BRB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,15890,15340,15930,15820,15590,15250,15170,15240,..,..
Barbados,BRB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16056.0165313276,16112.6651302297,16117.3579790104,16085.0240491554,16058.0534501732,16174.9061322934,16472.3142604622,16611.6371684847,..,..
Barbados,BRB,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.368,8.454,8.54,8.625,8.708,8.789,8.865,8.936,..,..
Barbados,BRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.748,11.489,11.259,11.067,10.916,10.806,10.732,10.683,..,..
Barbados,BRB,Age dependency ratio (% of working-age population),SP.POP.DPND,49.240128011849,49.0998277106593,49.0600338366802,49.0817942505952,49.1245981633315,49.1827792824352,49.2399517495992,49.3675311798779,49.5788803540119,..
Belarus,BLR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,6210,6330,6670,7010,7600,6720,5620,5300,5670,..
Belarus,BLR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6181.39991568753,6525.85136912335,6642.03513243543,6707.62152957548,6817.28921850647,6545.7805269077,6372.40179455992,6536.01210231683,6744.49866958786,..
Belarus,BLR,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,49.3533590695128,56.0937288566592,52.5691191620612,54.3259959534716,52.3730688418393,70.8541035115196,82.3940144689816,75.1565442130256,67.673333098535,..
Belarus,BLR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.5,14.3,13.4,13.2,12.8,12.6,12.6,12.6,..,..
Belarus,BLR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.4,11.5,12.2,12.5,12.5,12.5,12.4,10.8,..,..
Belarus,BLR,Age dependency ratio (% of working-age population),SP.POP.DPND,40.5676243588014,40.8898790016915,41.4727646257625,42.2618957267765,43.1486567277834,44.0639238558713,44.7804264085623,45.5244210861446,46.4366703836546,..
Belize,BLZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3960,4130,4210,4270,4340,4510,4410,4380,4720,..
Belize,BLZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4331.43451672125,4320.94984820979,4345.73451341045,4284.9514129439,4346.9652822531,4401.88867903368,4287.3084797847,4263.64501690898,4309.9199861482,..
Belize,BLZ,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,103.62765794875,91.7431347395172,82.8697138421606,83.8487449760161,82.7156262188283,78.3611934493344,77.9677868186025,80.136921063048,76.776052355064,..
Belize,BLZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.597,4.582,4.58,4.588,4.603,4.624,4.65,4.681,..,..
Belize,BLZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.402,23.044,22.717,22.395,22.067,21.733,21.4,21.081,..,..
Belize,BLZ,Age dependency ratio (% of working-age population),SP.POP.DPND,65.8142775603811,63.9519816505563,62.2675205714889,60.6691391073188,59.0914616302366,57.5287401471705,56.3335455124125,55.0854732602002,53.8845637799577,..
Benin,BEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,790,800,820,890,930,860,820,800,870,..
Benin,BEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,757.695907409377,758.575276385114,773.175729269639,805.956123498516,833.630342519349,827.835457935714,837.216825726833,862.056056916603,896.324367880198,..
Benin,BEN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,22.8715095826213,23.7384816203248,20.7180780691558,22.0481666726499,21.163526901986,26.4787179610729,27.1365646803853,31.5652899020979,35.9110358918796,..
Benin,BEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.094,9.928,9.775,9.628,9.481,9.332,9.18,9.025,..,..
Benin,BEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.278,38.945,38.591,38.219,37.831,37.432,37.027,36.621,..,..
Benin,BEN,Age dependency ratio (% of working-age population),SP.POP.DPND,88.9498369662893,88.6136399159168,88.1103885369468,87.4915409815666,86.8114230756239,86.0977848350733,85.5345861505224,84.8857079752531,84.1664350899012,..
Bermuda,BMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,110440,107530,106080,106140,..,..,..,..,..,..
Bermuda,BMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,88207.3275597322,86001.1711723395,81547.8552352009,79251.7816637313,..,..,..,..,..,..
Bermuda,BMU,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.3,6.6,6.5,6.8,7.6,7.4,8,7.8,..,..
Bermuda,BMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8,10.4,10,10.4,10.5,9.4,9.6,9.3,..,..
Bermuda,BMU,Age dependency ratio (% of working-age population),SP.POP.DPND,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2090,2300,2450,2480,2530,2600,2730,2890,3080,..
Bhutan,BTN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2312.86009558743,2467.30959352762,2561.83017723258,2584.82983708118,2699.82030505767,2844.32290157861,3035.65870806956,3138.44234196275,3172.77386238547,..
Bhutan,BTN,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,62.412990580644,62.7375348908215,86.2074875185748,95.7162909825333,99.5417204038469,104.907045680882,112.559360578606,112.645436486998,109.24230078194,..
Bhutan,BTN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.414,6.356,6.316,6.288,6.27,6.257,6.248,6.243,..,..
Bhutan,BTN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.397,18.913,18.514,18.201,17.965,17.783,17.625,17.459,..,..
Bhutan,BTN,Age dependency ratio (% of working-age population),SP.POP.DPND,57.0187413817589,55.3455793714457,53.7143420533719,52.1689666475984,50.7622440229208,49.5259753199025,48.3353501754753,47.3714692336582,46.5724999514271,..
Bolivia,BOL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1780,1990,2250,2590,2830,2960,3040,3090,3370,..
Bolivia,BOL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1955.46155736098,2024.11732438255,2094.02421738306,2201.39684777688,2286.01319823426,2361.05658121979,2425.56159007818,2490.95631434671,2559.51131656583,..
Bolivia,BOL,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,30.7496322218973,27.1113161929526,25.9949671454607,28.3177148321564,28.3850428834285,31.0457526591717,32.9958271764744,35.6389756863776,33.7809573784759,..
Bolivia,BOL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.448,7.304,7.175,7.062,6.966,6.89,6.834,6.795,..,..
Bolivia,BOL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.008,24.548,24.1,23.661,23.233,22.821,22.433,22.076,..,..
Bolivia,BOL,Age dependency ratio (% of working-age population),SP.POP.DPND,68.3691088304647,67.5525956414145,66.7754538979556,66.0089637234064,65.2107446299457,64.3685000434748,63.623463871929,62.8147403592503,61.9839670266234,..
Bosnia and Herzegovina,BIH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4960,5010,4990,5270,5300,5210,5140,5140,5690,..
